output,parameter,S1,S1_conf,ST,ST_conf
hysteresis_width,h_mean,s,0.08666,0.07446
hysteresis_width,h_mean,c,0.07521,0.04663
hysteresis_width,h_mean,c_prime,0.06948,0.05134
hysteresis_width,h_mean,gamma,0.09667,0.05425
hysteresis_width,h_mean,kappa,0.11045,0.05817
hysteresis_width,h_mean,sigma,0.09023,0.05774
hysteresis_width,h_mean,entry_threshold,0.15669,0.08802
hysteresis_width,r_mean,C_diag_mean,0.02988,0.03746
hysteresis_width,r_mean,C_offdiag_mean,0.0307,0.02586
hysteresis_width,r_mean,s,0.07926,0.05374
hysteresis_width,r_mean,c,0.10329,0.06204
hysteresis_width,r_mean,c_prime,0.07222,0.05499
hysteresis_width,r_mean,gamma,0.09063,0.05042
hysteresis_width,r_mean,kappa,0.14184,0.08009
hysteresis_width,r_mean,sigma,0.08217,0.05263
hysteresis_width,r_mean,entry_threshold,0.20417,0.15521
hysteresis_width,C_diag_mean,C_offdiag_mean,0.02494,0.02641
hysteresis_width,C_diag_mean,s,0.06436,0.04833
hysteresis_width,C_diag_mean,c,0.05451,0.0459
hysteresis_width,C_diag_mean,c_prime,0.06362,0.05321
hysteresis_width,C_diag_mean,gamma,0.05654,0.04754
hysteresis_width,C_diag_mean,kappa,0.11455,0.07443
hysteresis_width,C_diag_mean,sigma,0.11837,0.0759
hysteresis_width,C_diag_mean,entry_threshold,0.1507,0.09691
hysteresis_width,C_offdiag_mean,s,0.03521,0.03987
hysteresis_width,C_offdiag_mean,c,0.05233,0.05502
hysteresis_width,C_offdiag_mean,c_prime,0.07788,0.09082
hysteresis_width,C_offdiag_mean,gamma,0.09368,0.11062
hysteresis_width,C_offdiag_mean,kappa,0.1141,0.08874
hysteresis_width,C_offdiag_mean,sigma,0.12547,0.09196
hysteresis_width,C_offdiag_mean,entry_threshold,0.17268,0.11782
hysteresis_width,s,c,0.01628,0.01771
hysteresis_width,s,c_prime,0.01965,0.02564
hysteresis_width,s,gamma,0.01827,0.024
hysteresis_width,s,kappa,0.05907,0.04357
hysteresis_width,s,sigma,0.06945,0.05095
hysteresis_width,s,entry_threshold,0.07964,0.06171
hysteresis_width,c,c_prime,0.014,0.02946
hysteresis_width,c,gamma,0.02103,0.02678
hysteresis_width,c,kappa,0.06474,0.05369
hysteresis_width,c,sigma,0.072,0.05588
hysteresis_width,c,entry_threshold,0.11765,0.09336
hysteresis_width,c_prime,gamma,-0.02022,0.04596
hysteresis_width,c_prime,kappa,0.02274,0.06429
hysteresis_width,c_prime,sigma,0.0088,0.05601
hysteresis_width,c_prime,entry_threshold,0.03818,0.08389
hysteresis_width,gamma,kappa,0.01169,0.04645
hysteresis_width,gamma,sigma,0.00035,0.04222
hysteresis_width,gamma,entry_threshold,0.05427,0.07827
hysteresis_width,kappa,sigma,-0.00799,0.04284
hysteresis_width,kappa,entry_threshold,0.02009,0.07763
hysteresis_width,sigma,entry_threshold,-0.00372,0.05576
