product,r_k,se_r,a_k,se_a,b_k,se_b,eta_k,se_eta,r2,r2_on_g
1001,2.3015411664324197,2.2861939291192526,-0.22100177873911045,0.8563713932325714,-1.3964834730940048,1.106661408768808,-3.7547479224230096,3.8701219772289193,0.4845212125390095,0.4845212125390095
1005,1.5201300406507925,1.5113813242763592,-1.152091869420848,1.338116501405355,-1.056521339627641,0.9032272644797463,-1.3690767325003212,1.7994334140887844,0.4849257707129765,0.4849257707129765
1201,0.9830621383761573,0.9641309978505942,-1.8130242071327787,1.4552588417661445,-1.2762231025921047,1.0418884521977874,3.2048588089645245,3.2649510172671605,0.48276803143706737,0.48276803143706737
2204,1.120223926898644,1.1286002068420518,-4.247088097803813,4.844423208310725,-0.7600118343515782,0.601928719739093,-5.587339778144957,4.439552796976354,0.48031794409435014,0.48031794409435014
2701,2.260977873535194,2.198436280311199,1.7438401925742535,1.608026808243727,-1.9871861634874441,1.440950903305087,3.8350001980625352,4.356881936082913,0.47573434738696474,0.47573434738696474
2709,11.769866528047373,11.462009789113614,1.448963756295473,1.6079552424892278,-9.018240362787576,7.865482897848266,-12.60428648242825,20.496157036893145,0.47613527941401323,0.47613527941401323
2710,6.539808529669543,6.354365237600982,2.3331947366690526,1.8853351591382224,-4.018449307709493,3.6423223290250726,-25.938376753379913,14.9816582662454,0.48345267609883324,0.48345267609883324
2711,3.149498224724297,3.0575275786783784,-2.463165620355611,1.9683872425895488,-0.5576910175960136,0.5911276048510082,-12.754832179241692,19.95516485632663,0.3368560356578102,0.3368560356578102
2902,1.256188984332286,1.2643200730703543,0.38632739148868156,2.4818738055201557,-0.4914382934659354,0.40084600914772206,-8.93830146836309,6.807169944294441,0.47965650564116236,0.47965650564116236
2933,1.1516726266429864,1.1392613778867395,-2.481797497329076,4.081716157233732,-0.08813660683001652,0.14805129942261824,-13.351023521613351,9.405681366194086,0.48364499998009325,0.48364499998009325
3004,3.4730355080098705,3.382485173405829,-1.361946890586792,1.183958808367663,-1.7365040260737485,1.3687198993354022,-9.271648016542562,7.743812908612847,0.4835405670702605,0.4835405670702605
3823,1.0648605381473772,1.0544498044673094,-8.514203700636042,6.001878670621917,-0.20663078444169852,0.26906573187731375,-5.056710801182593,3.098696183007918,0.47484769989057096,0.47484769989057096
3901,1.4450292014034507,1.441726554760744,-9.072513863000571,7.673438287821814,-0.47323458713866173,0.39860017321083613,-5.0512538329383965,4.040052295028468,0.4846840573055503,0.4846840573055503
3907,1.5047011490989148,1.4960133118690924,1.0059445856438742,3.427357790899048,-0.6291132993739407,0.5447000776606484,-5.476702815794545,5.655750650327905,0.48434535696110625,0.48434535696110625
3920,1.6594164973960914,1.648895120948104,-3.663825305602511,3.313400260345673,-1.113694086167469,0.830865993186756,1.846522562355993,3.17417714170593,0.4811989067960274,0.4811989067960274
3923,1.11790135068279,1.102956031921848,-0.6967944466762811,1.6383509050110674,-0.5208383710841279,0.40661219449609315,-1.3713367783103354,1.7648196934493727,0.48531122209615796,0.48531122209615796
3926,1.7489633081350309,1.7124792053445559,2.659274601747661,2.4788232570496493,-0.7053480973281286,0.5320897865258278,-5.276258580271287,4.146342792663434,0.48288971704207584,0.48288971704207584
4011,2.2896596025333817,2.266235334592138,-8.937973583305588,7.18350324069323,-0.31228871629328775,0.3778905017631414,-20.678468610743423,15.3508623212423,0.4835644394011014,0.4835644394011014
4104,1.1149406904872867,1.159691619857731,-8.673915263247197,6.723340769172813,-0.3620985713565358,0.3270800815672182,-8.274997778205925,6.15546792459892,0.47248244991366006,0.47248244991366006
4202,1.2031264080303414,1.182414095985133,-1.314123787507477,0.9890834302334481,-0.8425960985844562,0.6767419635980548,-0.2572563669056346,0.5478730441728697,0.4848086132205711,0.4848086132205711
4407,1.9902321064820816,1.9953555284946913,-2.2048301061152045,2.16506891274294,-1.5017847761907086,1.0421758070983698,-16.40814522062382,13.286547147410438,0.4833294775890137,0.4833294775890137
