product,r_k,se_r,a_k,se_a,b_k,se_b,eta_k,se_eta,r2,r2_on_g
8544,2.60093771363648,2.5477937131061155,-6.350496203796379,3.579334451165809,-1.4261927047087277,1.286577098899028,,,0.4802937978181162,0.4802937978181162
8701,2.4082122397287633,2.383669434044752,0.32659062679373896,4.122923212394085,-1.2938640760744424,1.0308995708379942,,,0.48272883914750553,0.48272883914750553
8703,28.35812563164388,27.66981748662475,0.47372990739664184,2.319817435413837,-18.69730672052401,14.890933542709767,,,0.48410754055446437,0.48410754055446437
8704,5.2219155283000145,5.120936398071064,2.2507345892575024,3.9883183444643318,-2.673196113467662,2.248159063839009,,,0.48381099695306196,0.48381099695306196
8708,13.407423549327518,13.10175397648929,13.857433639655449,11.234977203709517,-8.402754703925392,6.732398249331109,,,0.4846643075136726,0.4846643075136726
8711,0.9520571064919799,0.9480135185264592,4.833622523065202,5.767024065302459,-0.876408094562056,0.6190139918679064,,,0.4765506535534818,0.4765506535534818
8802,5.671036035639633,5.543404669920681,1.5964260929720266,2.1230181300286817,-3.374862040878166,2.6845637385673156,,,0.4810938515415635,0.4810938515415635
8803,3.026932926296903,2.996001146861847,0.5400198646156228,1.7353105798157056,-2.51827164839004,1.9483900248426178,,,0.48087350848162,0.48087350848162
8901,3.4113433310495713,3.3358470162605625,-3.780317485958828,2.867710671456679,-2.1066481544761992,1.6006135182149668,,,0.47445808500541753,0.47445808500541753
9001,0.38283079595394565,0.37520892185784366,-3.4466575629865113,2.4345909781937247,-0.17020283325475916,0.15207259170602386,,,0.36787890373058185,0.36787890373058185
9009,1.7174797381519586,1.7422898901422124,-0.8043388837743004,1.3969596359965095,-1.5116333068341308,1.0014249906471149,,,0.4789854891698333,0.4789854891698333
9013,0.3746681943017535,0.35088935365534285,-0.6724935496420189,0.45089105688837183,-0.1684211872360657,0.12081418766921088,,,0.4508530197499351,0.4508530197499351
9018,2.3000370586729435,2.250400802116025,-9.029054306900147,5.6518109566494505,-0.5362676562872117,0.8338040387248347,,,0.3687113051525477,0.3687113051525477
9027,0.9552478720470218,0.9553247711189169,-5.326954104104361,5.092854400874098,-0.4967002665981968,0.3926432368124976,,,0.4829206887498586,0.4829206887498586
9030,1.1799907771128517,1.184114375665168,8.346043063406222,7.041037170504864,-1.033172428688759,0.8201939800123453,,,0.4792341288463968,0.4792341288463968
9031,1.004518752327911,1.0027914761541938,-9.647470088310143,6.08157976351663,-0.1909037655422993,0.2742140595434127,,,0.36673335332086865,0.36673335332086865
9032,1.139817276644144,1.1424531985328628,-11.152997078681533,9.572350966458902,-0.15014881345286685,0.27984201862064545,,,0.32217438947502086,0.32217438947502086
9401,1.596130149140362,1.5691535449773601,-10.037417103357335,4.358371935746736,-0.6253390626419316,0.6425160114846946,,,0.46417899278395836,0.46417899278395836
9403,2.1675724860960486,2.1390761762841364,-4.361678452185066,4.968956636730578,-1.1796439158672043,0.9919905687241692,,,0.4847904621665634,0.4847904621665634
9503,0.9547075621221953,0.9412896495347153,-0.25569501268934397,1.9237307439426723,-2.848406747326652,1.9076667228337774,,,0.4742477172709997,0.4742477172709997
9999,9.890181466022835,9.647211018715536,-4.256260025855918,3.256179909808822,-7.403866530772555,6.007261536676389,,,0.4825664388811328,0.4825664388811328
