,ARG,AUS,BRA,CAN,CHN,DEU,FRA,GBR,IDN,IND,ITA,JPN,KOR,MEX,RUS,SAU,TUR,USA,ZAF
ARG,3.2643374782271843,1.268316339906214,1.4708792957758947,0.32062552389944177,0.10822566159599702,0.3659986641650634,0.5046043086395045,0.266116068937841,1.586368164225822,0.6069004258415693,0.5420037652114899,0.16639030743682307,0.6652966438787292,0.42959440002687105,0.5146309756580897,0.347134668762653,1.3417454790421737,0.3181201431202372,1.1335336197154537
AUS,5.80292665275026,2.021214785902154,2.1242140846917743,0.6113285544393906,0.501454092850219,0.7303226209225112,0.8406349519333108,0.6460690120063723,2.5299420049054744,1.010940944894661,0.8142272464400842,0.43850332740282444,0.8033879253993774,0.6670915077065683,0.6127464911767148,0.6387628424260383,2.219233220011347,0.7427311782662461,2.548711035166644
BRA,4.032001100723092,1.2820472495494157,2.374781358511379,0.43780610973798606,0.3671711417682161,0.5692348473648999,0.5939416194535385,0.4566670805160166,1.6125569253623229,0.8487596366178276,0.6437121630972741,0.29439458138252805,0.7748866826271098,0.403063904787917,0.6122522645938409,0.48018193363245254,1.7529948492971408,0.6014632281355858,1.5026181383802586
CAN,19.748392532916164,7.964036647404338,9.476080220770385,2.9511452915091065,2.3169987385253443,3.631698264411006,3.200813229299503,2.439592911906584,10.27530037762536,5.371251104976814,4.671449428197596,2.0602100128425724,6.307429788722544,2.9120474315358957,2.121334904247354,2.7808721329992356,9.830461541114486,3.7868769521105454,11.102272406476418
CHN,11.462265823092809,4.4019613950590015,5.943562307999607,1.7799105549860128,1.2594958730426413,2.111141876491593,1.362553522679437,1.4508885453148401,5.849128085623441,2.9717759829720247,2.808527095012177,1.0364678558954863,2.397412951283117,1.1229738116223131,1.1923197475607168,2.041492353974202,6.440736091313143,2.029689434174034,6.471489236121215
DEU,47.81752880229254,18.935425924769238,25.05053842618595,9.040463881164033,5.258245173109519,7.825858270829917,5.622939989585138,5.440882500702369,24.91215665956868,15.225609102157717,12.589444697187293,4.625755342872,12.30335423193751,4.9769087119747,4.623860755023489,10.793685198890406,29.2770346359737,8.404730730160134,21.589894054672808
FRA,24.572340993781754,9.846853806829133,13.472617889152552,5.50642022452298,2.886364328807615,4.299835106388346,2.9794440736679544,3.4702760476251333,12.01914727426326,7.170557358743496,6.145438381275168,2.4743871825558297,6.473720647693775,2.401344981523944,2.5989838211328844,4.659890428723588,13.771046505392748,3.9441727018337693,12.912555485960567
GBR,18.996879213543657,8.619686050353897,9.170033215475643,3.8630296517618747,2.248642082762391,3.959897696444847,2.4478557650941957,2.6981494484511948,11.813269455771989,5.649550854910953,6.48952836201239,2.4228136082154115,5.752289881916402,2.5283319848017665,1.9574099722182838,2.958844757609419,11.241752294044433,3.677846416850063,11.94693667492602
IDN,5.455006025998672,1.6796668898384532,2.2867740971900385,0.5697727130741838,0.4404436042549132,0.8003561445105866,0.752876483748504,0.5919784244790299,2.488181661091806,1.09402411235719,0.7905597446884205,0.40923813574664575,0.8518261145803994,0.5149591547866207,0.729432608585037,0.6702640466315399,2.657714604176975,0.7589076714175711,2.262465533681915
IND,4.90981453529852,1.3601636482585697,1.918556626190447,0.5505605358679343,0.23233803562826807,0.3920558061584766,0.48457516034699666,0.4305117634416786,1.7395909253878516,1.335720015306671,0.5548494866290761,0.2786329441989063,0.6505800056454358,0.43225396817531464,0.5658972181284243,0.44324954760292873,2.2962429140010894,0.4090272011793479,1.310589458442132
ITA,24.77737624228411,8.109868556081958,13.94754966377836,3.732613530175192,2.205421595517108,3.9823393117882877,2.7692940249351627,2.426483597149135,11.914958472403299,5.463826188557038,5.146198137733888,1.7632742605480964,5.665387114893174,2.8802880404988556,2.395677197187575,4.315424417222686,13.486568332651647,3.7014594070798816,13.394155652241302
JPN,56.30927544753962,24.078271904583655,26.895984058963066,9.67187606073834,6.548547344233122,10.57428884367523,6.571322407233801,7.559417108110611,30.281599222888357,16.947807357508502,13.92530254944516,4.552177362412208,13.682250110454122,6.84783940347519,5.515561539796252,13.097869558187046,26.956257034135458,10.814804622695334,28.106745763230755
KOR,13.02268566284701,6.471438326985876,7.658080661729914,2.46233706954161,1.5638469224937646,3.240400672640785,2.098943053594264,1.7263879524670303,7.540561710782182,4.102942680728144,3.74203744848195,1.33136423038915,2.873525379097781,1.5008404072917836,1.3127695967627473,2.7316980334643697,7.40316419746319,2.694522927977041,8.20811422697406
MEX,9.729319185403698,3.4126654862151358,4.3962908895131125,1.3616575175992127,1.059210589113623,1.795392776240844,1.0646520021322246,1.1425740124235193,5.007856102373313,2.7139938567487474,1.8918869191221934,0.837911515355035,1.9657923648388045,1.1180303683802248,0.8619843752620064,1.3530694077743204,4.785202252613753,1.5923125350823943,4.668589657320323
RUS,84.79239428844055,17.10712190743578,46.34748014747187,12.069110549986322,2.679207875383598,8.675555801243995,20.077199085190504,15.274140116437415,39.88701931963615,30.02891877594927,6.7455052993841775,4.3763031067269385,16.777798873161963,6.749136018278577,13.117486465635215,10.676343599262424,48.904653533989055,3.4345770330084417,29.571307061885747
