,ARG,AUS,BRA,CAN,CHN,DEU,FRA,GBR,IDN,IND,ITA,JPN,KOR,MEX,RUS,SAU,TUR,USA,ZAF
ARG,3.4728969236585003,1.4349608494891668,1.3767138034533424,0.3976008113841365,0.16298176821368926,0.44250867636895885,0.5258027497397063,0.37017917269315576,1.7245247387950868,0.8090340151512634,0.687597104617601,0.19396874633172853,0.7781330001099418,0.5028098024292839,0.5627584058692614,0.3747250768066727,1.6560980584202305,0.34785270678550956,1.348993867774135
AUS,5.230666615456506,2.4097550202039995,2.12998566038992,0.6605317722070883,0.5447863129707603,0.7636704330705647,0.7384295225028377,0.7166463659229096,2.212187778950489,1.0965947757880312,0.9019556560666935,0.3989200525632175,0.770798001802363,0.5286339992733471,0.525889293849935,0.7239441351328896,2.11197146445042,0.7357282617989293,2.7340689664484055
BRA,3.785272295333226,1.208888054087894,2.583112369235578,0.43980757321498815,0.40430210431915964,0.5717411404352839,0.5925163356418225,0.529631547950171,1.810811552800445,1.1023346770173756,0.7373067485200502,0.3161691322926544,0.6413434030673808,0.4425255271077219,0.6357667654563444,0.5222809915020852,1.9477250790430323,0.6536284766465386,1.8716391003669661
CAN,24.253142955066178,9.832795392686329,12.838068074838402,4.0287655201396175,2.564552123668972,4.576603377686749,3.134954662828723,3.247773995150328,13.078874656847772,6.495814868090711,5.367192551393639,1.9692511646360584,5.683096468076415,2.796436948235334,2.521025881459704,4.755847695917119,11.496119408084624,4.230390388046281,13.875209284580569
CHN,12.078834883088849,3.8372079540143678,6.328166886876386,1.8780829143454907,1.400384409986071,2.074535168191691,1.2400081786702877,1.6281852710371296,6.166701967717182,3.217574500851905,2.6075555481361947,0.9930730011089192,2.3788009547737836,1.4152605354743604,1.0193463042054753,2.0665458174294917,6.204580493122948,2.100518335711961,6.172237675152109
DEU,53.42105416448697,19.66955961722101,25.273375028160498,8.018767366402386,5.143122564853659,9.329043930299669,6.553744742553811,6.545656592989951,27.381355857371084,13.725872247767926,11.884965686320953,3.9442806363008245,12.244202052758398,5.493258260684136,5.6458282647999525,9.679527478901548,24.551053039721626,8.546384811951947,28.732810136333992
FRA,26.506596102798675,10.17745122233859,13.967114796292671,4.077453814654893,2.658406020412538,4.931963679564261,3.521596009607484,2.9636669470821673,14.051230895435685,6.599203844871518,6.189842320716737,2.1813775091243617,6.213889323506334,2.89802336414988,2.7877737726498175,4.948498062042986,12.594521763755965,4.518155312297566,15.301072112580695
GBR,22.41547186663181,9.353597858509321,12.75616672187494,3.567557713913521,2.4049525653341033,4.367823865743909,3.0220154849318837,2.8782958749349548,13.017718709339864,6.03342626435453,5.583207927737003,1.9447203811926683,5.309381983317395,2.646160048655235,2.4490254246773873,4.427740876775032,11.297117127807702,4.059594936621885,13.398733336750348
IDN,5.279527312031855,1.568995242722749,2.20520803275934,0.5954962712769488,0.4972149774173227,0.7369389365294102,0.6422953112099927,0.5812273123530444,2.6618824676166652,1.2617163168888013,0.8707625297453373,0.4092652478277963,0.8224357222948081,0.5039318239632933,0.7058227274567527,0.676663594221977,2.212246265589563,0.7484046713356405,2.356690886134745
IND,4.953832260186592,1.1962018062789577,1.1709361110634322,0.35282689424614744,0.24679570914019835,0.37738890476939607,0.459592877991543,0.4250709965663339,1.29583024849978,0.9671649130239405,0.52616663196311,0.2782881977745837,0.6418391304885475,0.3183100300111222,0.6361702758806698,0.3578443121658989,1.9192882126942727,0.38164188361343954,1.4285990334201855
ITA,22.45518556396806,8.156362868297709,11.385888340900891,3.346736697956696,2.1353930383889215,3.9965613699833824,2.796104343856916,2.383606861231784,11.299552363865374,5.331331138490465,5.011182987923434,1.6881591937278109,5.002057438652454,2.4323410686654388,2.1569265820240475,4.025334180526434,10.012704466127214,3.7276214940946,12.076722905045463
JPN,61.266690904469236,23.770357899735565,32.79862037048623,10.002677750612563,5.822557554009529,11.02176475746375,7.778508068660557,6.814438249054057,33.55495953953414,15.444341773979469,14.340488156048778,4.831855069021516,14.608083017496144,6.984707480761024,6.656779445177981,11.36917392123793,28.82250831888534,10.148684236170965,34.01759399932331
KOR,13.095550888316623,5.836039337554127,8.487073998475012,2.387782903377398,1.5301467836269969,2.6728274028719006,1.8627952422711123,1.6908756645695902,8.104259350288583,3.825461454362272,3.515107226001093,1.303550116822769,3.311921350651863,1.710576755639075,1.3666367058811255,2.7306956763176173,7.921068450307855,2.5676200684172974,8.222444110282868
MEX,9.964614123434652,3.579697017226067,5.758415709718335,1.4345645936618705,1.1079990992966742,2.0318774596939613,1.0978688395832807,1.291577772312403,5.741638680657049,2.7806565837205026,2.1182782087674963,0.8936082752992519,1.8148592063357367,1.1010163884331519,0.8398770196786346,1.8239038634894993,5.613082019368812,1.7537794742104407,5.887413701320987
